price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
14250000000,160,3,2,4,yes,yes,yes,yes,yes,12,yes,package
6100000000,76,2,2,2,no,yes,yes,no,yes,9,yes,package
3750000000,45,1,1,5,no,yes,no,yes,no,18,no,radiator
5100000000,70,1,1,5,no,yes,no,yes,yes,17,yes,radiator
4800000000,60,2,2,4,yes,no,yes,yes,yes,10,yes,package
22750000000,175,3,3,3,no,yes,yes,yes,yes,1,no,package
3400000000,40,1,1,1,yes,yes,no,yes,no,20,yes,radiator
9800000000,85,2,2,1,yes,yes,yes,yes,yes,0,yes,package
3970000000,66,2,1,3,no,no,no,yes,no,23,no,radiator
14500000000,145,3,3,5,no,yes,yes,yes,no,9,no,package
6085000000,65,2,2,1,no,yes,yes,yes,no,1,no,package
4935000000,93,2,1,1,no,no,yes,yes,no,31,no,heater
4000000000,55,1,1,3,yes,no,yes,yes,no,18,no,radiator
16200000000,150,3,3,6,no,yes,yes,yes,yes,1,no,package
7300000000,102,2,2,1,no,yes,no,yes,yes,5,no,package
8500000000,90,2,2,2,no,yes,yes,yes,yes,0,yes,package
4500000000,56,1,1,2,yes,yes,yes,yes,yes,12,no,package
12600000000,120,3,3,3,yes,yes,yes,yes,yes,0,yes,package
13200000000,98,2,2,4,no,yes,yes,no,yes,4,yes,package
27500000000,175,3,3,3,no,yes,yes,yes,yes,1,no,package
8250000000,104,2,2,2,yes,yes,yes,yes,yes,13,no,package
4500000000,70,2,1,3,yes,no,no,yes,yes,22,no,radiator
4600000000,62,1,1,4,yes,yes,yes,yes,yes,16,yes,radiator
4300000000,65,1,1,3,yes,no,yes,no,yes,22,no,radiator
24000000000,185,3,3,3,yes,yes,yes,yes,no,1,yes,package
8550000000,103,2,2,5,no,yes,yes,yes,yes,8,yes,package
5700000000,82,2,1,3,no,no,yes,yes,no,17,yes,radiator
7000000000,97,2,2,4,yes,yes,no,no,yes,6,yes,package
8735000000,105,2,2,5,yes,yes,yes,no,no,10,no,package
4550000000,56,1,1,2,no,yes,yes,yes,no,17,yes,radiator
7600000000,80,2,2,2,yes,yes,yes,yes,yes,8,no,package
3950000000,58,1,1,2,yes,yes,no,yes,no,20,no,radiator
9000000000,98,2,2,2,no,no,yes,yes,yes,13,yes,package
12000000000,115,2,2,1,yes,yes,yes,yes,yes,10,yes,package
7600000000,81,2,2,2,yes,yes,yes,yes,no,6,yes,package
6300000000,100,2,1,3,yes,no,yes,yes,no,20,yes,radiator
27000000000,180,3,3,5,no,yes,yes,yes,yes,0,yes,package
10000000000,110,2,2,2,yes,yes,yes,yes,no,9,yes,package
3900000000,64,1,1,2,no,no,yes,yes,no,26,no,radiator
7140000000,102,2,2,1,no,yes,yes,yes,no,8,no,package
5250000000,75,2,1,3,no,no,no,yes,yes,20,no,radiator
3300000000,66,2,1,2,no,no,no,yes,yes,20,no,radiator
18100000000,191,3,3,2,no,yes,yes,yes,yes,0,yes,package
5100000000,70,1,1,5,yes,yes,no,yes,no,17,no,radiator
8550000000,104,2,2,2,no,yes,no,no,no,0,no,package
4500000000,52,1,1,1,yes,no,yes,yes,yes,12,no,package
9180000000,108,2,1,3,yes,no,yes,yes,yes,21,yes,radiator
14250000000,165,3,3,4,yes,yes,yes,yes,no,10,yes,package
5600000000,70,2,2,1,no,yes,yes,yes,no,15,yes,package
3900000000,50,1,1,1,no,yes,no,no,no,20,no,radiator
5180000000,74,2,2,2,yes,yes,yes,yes,no,6,no,package
4300000000,48,1,1,4,yes,no,no,yes,yes,21,no,radiator
4700000000,60,1,1,5,no,yes,yes,yes,yes,16,yes,radiator
9700000000,103,2,2,5,yes,yes,yes,yes,yes,6,no,package
5000000000,70,2,1,2,no,no,no,yes,yes,16,yes,radiator
11300000000,125,3,3,3,no,yes,yes,no,no,9,no,package
4500000000,70,2,1,3,no,no,no,yes,yes,17,no,radiator
7150000000,88,2,1,3,yes,yes,yes,yes,yes,20,no,radiator
5640000000,67,1,1,5,yes,yes,yes,no,no,7,no,package
12600000000,141,3,3,2,no,yes,yes,yes,no,4,yes,package
31000000000,220,4,3,4,yes,yes,yes,yes,no,3,no,package
11877000000,107,2,2,5,no,yes,yes,yes,no,1,no,package
13680000000,114,2,2,1,no,yes,yes,yes,yes,1,no,package
21320000000,164,3,3,5,yes,yes,yes,yes,yes,3,no,package
8500000000,100,2,1,5,no,yes,yes,yes,yes,17,yes,radiator
15000000000,136,3,3,1,yes,yes,yes,yes,yes,3,yes,package
5500000000,68,2,1,1,no,yes,yes,yes,no,27,no,heater
15000000000,142,3,3,5,yes,yes,yes,yes,yes,7,yes,package
5355000000,63,2,2,3,no,yes,yes,yes,yes,10,yes,package
18500000000,172,3,3,3,no,yes,yes,yes,no,5,no,package
11800000000,108,2,2,6,no,yes,yes,yes,yes,1,no,package
27750000000,190,3,3,2,no,yes,yes,yes,yes,0,no,package
15000000000,142,3,2,5,no,yes,yes,yes,yes,11,no,package
13000000000,100,2,2,3,yes,yes,yes,yes,yes,1,no,package
5300000000,72,2,1,2,no,no,no,yes,no,23,yes,radiator
4930000000,85,2,1,1,no,no,no,yes,yes,22,no,radiator
6300000000,85,2,1,3,yes,yes,yes,yes,no,16,no,radiator
8530000000,90,2,2,6,yes,yes,yes,yes,no,2,yes,package
5100000000,70,1,1,5,no,yes,no,yes,yes,16,no,radiator
10100000000,112,2,1,2,no,no,yes,yes,yes,28,no,heater
10000000000,100,2,2,1,no,yes,yes,no,yes,11,yes,package
3900000000,48,1,1,1,no,yes,no,no,no,18,yes,radiator
7400000000,80,2,2,2,no,yes,yes,yes,yes,0,yes,package
10440000000,116,3,3,4,yes,yes,yes,yes,no,10,yes,package
4120000000,65,1,1,4,no,no,no,yes,yes,22,no,radiator
2800000000,42,2,1,1,yes,no,no,yes,no,24,yes,radiator
13700000000,144,3,3,4,yes,yes,yes,yes,yes,1,no,package
6300000000,79,2,2,2,yes,no,yes,yes,no,15,yes,package
13110000000,114,2,2,1,no,yes,yes,yes,yes,0,yes,package
8355000000,93,2,1,4,no,yes,yes,yes,no,17,no,radiator
6100000000,76,2,2,2,no,yes,yes,no,no,8,no,package
4450000000,80,2,1,3,yes,no,no,yes,yes,16,yes,radiator
5100000000,70,1,1,5,yes,yes,no,yes,yes,14,no,package
11900000000,125,3,3,2,yes,yes,yes,yes,no,10,yes,package
3900000000,46,1,1,1,no,no,yes,yes,yes,19,yes,radiator
3830000000,45,1,1,1,yes,no,yes,yes,yes,19,no,radiator
5720000000,53,1,1,4,yes,yes,yes,yes,yes,6,no,package
8500000000,105,2,2,5,yes,yes,yes,yes,no,7,yes,package
10235000000,115,3,3,5,no,yes,yes,no,yes,3,yes,package
4680000000,78,2,1,4,no,yes,no,yes,yes,19,yes,radiator
4000000000,51,1,1,2,no,yes,no,yes,yes,1,no,package
11200000000,117,2,2,3,no,yes,yes,yes,yes,3,no,package
5200000000,65,1,1,3,no,yes,no,yes,no,17,yes,radiator
3625000000,78,1,1,4,no,no,no,yes,no,19,no,radiator
5160000000,86,2,1,4,no,no,yes,yes,yes,22,yes,radiator
9600000000,113,2,2,5,no,yes,yes,no,yes,1,yes,package
7200000000,82,2,2,5,no,yes,yes,yes,yes,6,no,package
7000000000,100,2,2,2,no,yes,yes,yes,yes,0,yes,package
5300000000,85,2,1,1,no,yes,yes,yes,yes,22,no,radiator
18600000000,195,3,3,3,no,yes,yes,yes,yes,0,yes,package
11875000000,125,3,3,5,yes,yes,yes,yes,yes,0,no,package
4500000000,60,1,1,2,yes,yes,yes,yes,yes,15,yes,package
11900000000,100,2,2,5,no,yes,yes,yes,no,2,no,package
10000000000,101,2,2,1,yes,yes,yes,yes,yes,11,yes,package
3500000000,64,1,1,4,yes,no,no,yes,no,22,yes,radiator
4600000000,66,2,1,3,yes,no,no,yes,yes,20,yes,radiator
13500000000,116,3,3,4,no,yes,yes,yes,yes,3,yes,package
2900000000,48,1,1,4,yes,no,no,yes,no,21,no,radiator
4500000000,58,1,1,2,no,no,yes,yes,no,17,yes,radiator
5655000000,87,2,1,4,no,no,yes,yes,yes,17,no,radiator
14700000000,160,3,2,1,yes,yes,yes,yes,yes,13,no,package
17450000000,190,3,3,3,no,yes,yes,yes,yes,0,no,package
5370000000,83,2,2,4,no,yes,yes,no,yes,2,yes,package
5700000000,84,2,1,2,yes,no,yes,yes,no,20,yes,radiator
4400000000,55,1,1,1,no,yes,yes,yes,no,0,no,package
18150000000,165,3,3,2,yes,yes,yes,yes,no,0,no,package
2820000000,48,1,1,4,no,no,no,yes,no,22,yes,radiator
4000000000,47,1,1,1,no,yes,no,yes,no,15,yes,package
13390000000,116,3,3,4,no,yes,yes,yes,yes,2,no,package
6545000000,77,2,1,1,yes,no,no,yes,no,17,no,radiator
5100000000,70,1,1,5,no,yes,no,yes,no,16,yes,radiator
5100000000,70,1,1,4,no,yes,no,yes,no,20,no,radiator
6560000000,95,2,1,2,no,yes,no,yes,yes,19,yes,radiator
7100000000,85,2,1,1,yes,no,yes,yes,no,17,no,radiator
5000000000,75,1,1,3,no,yes,no,yes,no,16,yes,radiator
5420000000,65,2,1,1,no,yes,yes,yes,no,16,no,radiator
3980000000,60,1,1,4,no,yes,no,yes,no,16,yes,radiator
2900000000,50,1,1,4,yes,no,no,yes,yes,20,no,radiator
9270000000,105,2,1,2,no,yes,yes,yes,no,20,no,radiator
4350000000,53,1,1,2,yes,yes,yes,yes,yes,8,yes,package
13390000000,116,3,3,4,yes,yes,yes,yes,no,1,yes,package
3800000000,54,1,1,5,no,yes,no,yes,no,17,yes,radiator
13500000000,116,3,3,4,no,yes,yes,yes,yes,4,no,package
10200000000,100,2,2,3,yes,yes,yes,yes,yes,4,yes,package
5200000000,88,2,1,3,yes,no,yes,no,yes,20,yes,radiator
3500000000,58,1,1,4,no,no,no,yes,no,27,yes,heater
8000000000,94,2,2,2,yes,yes,yes,yes,yes,10,yes,package
11340000000,108,2,2,6,no,yes,yes,yes,no,1,yes,package
3990000000,60,1,1,3,yes,yes,no,yes,yes,20,no,radiator
7700000000,87,2,1,4,no,yes,yes,yes,no,18,no,radiator
4300000000,42,1,1,3,yes,yes,yes,no,yes,9,yes,package
5980000000,92,2,2,2,no,yes,yes,yes,yes,7,yes,package
11700000000,110,2,2,6,yes,yes,yes,yes,no,2,yes,package
4300000000,57,1,1,4,yes,yes,no,yes,no,20,no,radiator
7750000000,119,2,1,2,no,no,no,no,no,24,yes,radiator
6750000000,98,2,2,4,no,yes,no,no,yes,3,yes,package
11500000000,118,3,3,1,no,yes,yes,yes,no,2,yes,package
10440000000,116,3,2,4,no,yes,yes,yes,no,11,yes,package
7200000000,78,1,1,4,no,yes,yes,yes,no,12,yes,package
15000000000,142,3,2,5,yes,yes,yes,yes,yes,11,no,package
4450000000,58,1,1,2,no,yes,yes,yes,no,22,yes,radiator
5250000000,51,1,1,4,yes,yes,yes,yes,no,3,no,package
9000000000,112,2,1,1,no,yes,yes,yes,yes,18,no,radiator
4700000000,58,1,1,2,yes,yes,yes,yes,no,16,yes,radiator
3350000000,42,1,1,3,yes,no,no,yes,no,18,no,radiator
7420000000,97,2,2,4,yes,yes,no,yes,no,11,no,package
6950000000,95,2,1,3,no,no,yes,yes,no,21,no,radiator
5300000000,80,2,1,3,no,no,yes,yes,yes,21,yes,radiator
4300000000,78,2,1,3,no,no,no,yes,no,22,yes,radiator
5800000000,87,2,1,3,no,no,yes,yes,yes,22,yes,radiator
6700000000,84,2,1,2,yes,no,yes,yes,yes,20,no,radiator
12650000000,115,2,2,3,no,yes,yes,yes,yes,0,yes,package
7000000000,95,2,1,2,yes,no,yes,yes,no,20,yes,radiator
14250000000,160,3,2,4,yes,yes,yes,yes,yes,12,yes,package
3500000000,63,1,1,1,no,yes,no,yes,yes,8,no,package
6300000000,83,2,1,5,yes,yes,no,yes,yes,20,no,radiator
7800000000,98,2,2,3,no,yes,no,yes,no,14,no,package
5250000000,77,2,1,3,no,no,no,yes,no,18,yes,radiator
4300000000,57,1,1,1,yes,yes,no,yes,no,21,no,radiator
3300000000,46,1,1,3,yes,no,yes,no,yes,18,no,radiator
4800000000,64,2,1,3,no,no,yes,yes,no,17,no,radiator
10000000000,120,2,1,1,no,no,yes,no,no,32,yes,heater
9200000000,100,2,2,3,yes,yes,yes,yes,no,10,yes,package
4000000000,59,1,1,4,yes,no,no,yes,no,18,yes,radiator
4750000000,85,2,1,4,yes,no,no,yes,yes,19,no,radiator
17160000000,132,3,3,1,yes,yes,yes,yes,no,1,no,package
5200000000,65,1,1,2,no,no,yes,yes,yes,25,yes,radiator
3400000000,45,1,1,3,no,no,yes,yes,no,20,yes,radiator
4950000000,75,1,1,3,no,yes,no,yes,yes,17,no,radiator
3400000000,42,1,1,2,yes,no,yes,yes,yes,20,no,radiator
5700000000,82,2,1,3,yes,no,yes,yes,yes,17,yes,radiator
7650000000,83,2,2,4,no,yes,yes,yes,no,7,yes,package
9500000000,112,2,2,4,no,yes,yes,yes,yes,6,yes,package
12075000000,115,3,3,1,no,yes,yes,yes,yes,0,no,package
15500000000,150,3,3,2,no,yes,yes,no,yes,0,yes,package
9800000000,110,2,2,4,yes,yes,yes,yes,yes,6,yes,package
8800000000,100,2,2,3,yes,yes,yes,yes,no,2,no,package
6950000000,72,2,2,2,no,yes,yes,no,yes,2,no,package
52000000000,260,4,4,2,yes,yes,yes,yes,yes,0,yes,package
5037000000,69,1,1,1,no,no,yes,yes,no,22,yes,radiator
4600000000,52,1,1,1,yes,no,yes,yes,yes,17,yes,radiator
3560000000,48,1,1,3,yes,no,no,yes,no,17,yes,radiator
3500000000,54,1,1,4,no,no,yes,yes,no,17,no,radiator
10800000000,108,2,2,2,yes,yes,yes,yes,no,1,yes,package
4500000000,72,2,1,1,yes,no,no,yes,no,20,no,radiator
5000000000,85,2,1,1,no,no,no,yes,yes,22,yes,radiator
10450000000,99,2,2,1,no,yes,yes,yes,no,1,yes,package
9500000000,110,2,2,4,no,yes,yes,yes,yes,7,no,package
4500000000,70,2,1,1,yes,no,no,yes,no,22,yes,radiator
7790000000,82,2,2,3,no,yes,yes,yes,yes,5,yes,package
4500000000,55,2,1,1,yes,no,no,no,yes,20,no,radiator
13200000000,120,2,2,2,yes,yes,yes,yes,yes,0,no,package
9600000000,115,2,2,2,yes,yes,yes,no,yes,0,yes,package
8925000000,105,2,2,2,no,yes,yes,yes,yes,4,yes,package
9605000000,113,2,2,2,no,yes,yes,no,no,1,yes,package
8500000000,86,2,2,1,yes,yes,yes,yes,no,10,yes,package
7500000000,75,2,2,1,no,yes,yes,no,no,2,yes,package
9800000000,115,2,2,5,no,yes,yes,yes,yes,1,no,package
12000000000,108,2,2,3,yes,yes,yes,yes,yes,3,yes,package
8400000000,85,2,2,6,yes,yes,yes,yes,yes,0,no,package
7350000000,87,2,1,2,yes,yes,yes,yes,no,16,yes,radiator
7850000000,110,2,2,5,yes,yes,yes,yes,no,4,yes,package
5850000000,78,2,1,2,yes,no,no,no,yes,27,yes,heater
7100000000,87,2,1,4,no,yes,yes,yes,no,19,no,radiator
6500000000,75,2,2,2,yes,yes,yes,no,yes,7,no,package
14000000000,115,2,2,4,yes,yes,yes,yes,no,2,no,package
5110000000,73,2,1,3,yes,no,yes,yes,yes,19,yes,radiator
14000000000,138,3,3,1,no,yes,yes,yes,no,1,no,package
5200000000,74,2,1,1,no,no,no,yes,yes,18,yes,radiator
9200000000,93,2,2,6,yes,yes,yes,yes,yes,0,no,package
2440000000,48,1,1,3,yes,no,no,yes,no,18,no,radiator
8500000000,115,2,1,1,no,yes,yes,yes,no,17,no,radiator
8670000000,98,2,2,4,no,yes,yes,yes,no,14,yes,package
12300000000,128,3,3,5,no,yes,yes,yes,yes,1,yes,package
7200000000,100,2,2,3,yes,yes,yes,yes,yes,0,yes,package
5400000000,78,2,1,3,no,yes,no,yes,no,17,yes,radiator
6950000000,93,2,2,1,yes,yes,yes,yes,yes,7,yes,package
17370000000,195,3,3,3,yes,yes,yes,yes,yes,0,no,package
17700000000,170,3,2,5,yes,yes,yes,yes,yes,11,yes,package
5250000000,57,1,1,2,yes,yes,yes,yes,yes,15,no,package
9800000000,110,2,2,4,yes,yes,yes,yes,yes,6,yes,package
7499000000,89,2,1,1,no,no,no,yes,yes,19,yes,radiator
8730000000,97,2,1,5,no,yes,no,yes,yes,20,yes,radiator
4850000000,75,2,1,3,yes,no,no,yes,yes,18,yes,radiator
4950000000,58,1,1,2,no,yes,yes,yes,yes,14,yes,package
6550000000,82,2,2,2,yes,no,yes,no,no,15,no,package
10700000000,109,2,2,1,no,yes,yes,yes,no,0,yes,package
10700000000,123,3,2,1,yes,yes,yes,no,yes,16,yes,radiator
13950000000,146,3,3,3,no,yes,yes,yes,no,1,no,package
3100000000,40,1,1,3,no,yes,no,yes,yes,18,no,radiator
4650000000,88,2,1,4,no,no,yes,yes,yes,26,yes,radiator
8280000000,101,2,2,3,no,yes,no,yes,yes,0,yes,package
13100000000,120,2,2,1,no,yes,yes,yes,yes,0,no,package
10500000000,105,2,2,2,no,yes,yes,yes,no,6,no,package
9125000000,73,2,2,3,no,yes,yes,yes,yes,0,yes,package
8600000000,90,2,2,4,yes,yes,yes,yes,yes,3,no,package
4300000000,60,1,1,1,yes,no,yes,yes,no,18,yes,radiator
7500000000,93,2,1,2,yes,yes,yes,yes,no,16,no,radiator
13000000000,98,2,2,4,yes,yes,yes,yes,no,4,yes,package
4150000000,56,1,1,3,no,yes,yes,yes,yes,15,yes,package
8800000000,100,2,2,3,yes,yes,yes,yes,yes,11,yes,package
5100000000,56,1,1,1,yes,yes,yes,no,yes,8,yes,package
8500000000,100,2,2,1,yes,yes,yes,yes,no,10,yes,package
4700000000,77,1,1,1,yes,no,no,no,yes,22,no,radiator
4800000000,60,1,1,1,no,yes,yes,yes,no,14,no,package
14000000000,150,3,3,4,yes,yes,yes,no,no,8,no,package
13200000000,125,2,2,4,yes,yes,yes,yes,yes,0,yes,package
7750000000,79,2,2,5,no,yes,yes,yes,no,10,yes,package
5600000000,72,2,1,2,no,no,no,yes,no,18,no,radiator
9200000000,145,3,1,3,yes,no,yes,yes,yes,24,yes,radiator
9700000000,103,2,2,2,yes,yes,yes,yes,yes,6,no,package
5000000000,72,1,1,1,yes,no,no,yes,yes,20,yes,radiator
4500000000,57,1,1,1,yes,no,yes,yes,yes,21,yes,radiator
6100000000,65,2,2,1,no,yes,yes,yes,yes,0,yes,package
4200000000,60,1,1,1,yes,no,yes,yes,yes,27,no,heater
3000000000,46,1,1,1,no,no,no,yes,no,27,no,heater
2265000000,48,1,1,3,no,no,no,yes,no,20,no,radiator
12500000000,135,2,2,1,yes,yes,yes,yes,no,3,yes,package
3100000000,39,1,1,1,no,no,no,yes,yes,18,yes,radiator
5700000000,68,2,1,3,no,no,yes,yes,no,20,no,radiator
16000000000,88,2,1,2,yes,no,no,yes,no,30,yes,heater
10300000000,103,2,2,1,yes,yes,yes,yes,yes,0,yes,package
9605000000,115,2,2,4,no,yes,yes,yes,yes,0,yes,package
5100000000,70,1,1,5,no,yes,no,yes,yes,16,yes,radiator
5400000000,77,2,1,3,yes,yes,no,yes,no,17,yes,radiator
7200000000,113,3,3,1,no,yes,no,yes,yes,7,no,package
7050000000,102,2,2,1,no,yes,no,yes,yes,8,no,package
3100000000,44,1,1,1,no,no,no,yes,yes,24,no,radiator
5000000000,86,2,1,3,no,no,yes,yes,yes,20,yes,radiator
10200000000,112,2,2,4,yes,yes,yes,yes,no,10,no,package
3600000000,49,1,1,1,no,no,yes,yes,no,22,no,radiator
5400000000,70,2,1,3,no,yes,no,yes,yes,17,yes,radiator
2900000000,48,1,1,4,yes,no,no,yes,yes,20,no,radiator
5500000000,70,1,1,2,yes,yes,no,yes,yes,17,no,radiator
4700000000,60,1,1,4,yes,yes,no,yes,yes,19,yes,radiator
7590000000,80,2,2,2,no,yes,yes,yes,yes,4,yes,package
13200000000,145,3,3,2,no,yes,yes,yes,yes,2,no,package
3000000000,39,1,1,2,yes,no,yes,yes,yes,19,yes,radiator
13000000000,106,3,3,4,yes,yes,yes,yes,no,0,yes,package
4800000000,60,1,1,1,no,yes,yes,yes,yes,17,no,radiator
8500000000,88,2,2,5,no,yes,yes,yes,no,4,no,package
10500000000,120,3,3,5,no,yes,yes,yes,no,10,no,package
10900000000,121,2,2,5,no,yes,yes,yes,yes,6,no,package
4600000000,65,1,1,4,yes,yes,no,yes,yes,20,yes,radiator
24100000000,185,3,3,3,yes,yes,yes,yes,no,4,no,package
4300000000,60,1,1,1,yes,no,yes,yes,no,17,no,radiator
18920000000,172,3,3,3,yes,yes,yes,yes,yes,4,yes,package
17500000000,192,3,2,3,yes,yes,yes,yes,no,20,no,radiator
3900000000,60,1,1,3,no,no,no,yes,no,17,no,radiator
6850000000,105,3,3,4,no,yes,yes,yes,yes,1,no,package
3170000000,44,1,1,2,no,no,no,yes,no,20,yes,radiator
8500000000,85,2,2,6,no,yes,yes,yes,yes,0,no,package
9200000000,102,2,2,5,yes,yes,yes,yes,yes,5,no,package
4600000000,58,1,1,2,yes,yes,yes,yes,yes,15,yes,package
3980000000,60,1,1,3,no,yes,no,no,yes,19,yes,radiator
2500000000,50,1,1,4,yes,no,no,no,yes,22,yes,radiator
3990000000,60,1,1,4,yes,yes,no,yes,yes,19,yes,radiator
4700000000,62,1,1,1,yes,yes,yes,yes,no,17,no,radiator
2900000000,50,1,1,4,yes,no,no,yes,yes,20,yes,radiator
4550000000,66,1,1,4,yes,no,no,yes,no,20,no,radiator
5150000000,68,2,2,2,yes,yes,yes,yes,no,0,no,package
5000000000,75,2,2,4,yes,yes,yes,yes,yes,10,no,package
5950000000,93,2,2,1,yes,yes,yes,yes,yes,6,no,package
8000000000,92,2,1,2,yes,yes,no,yes,no,18,yes,radiator
6000000000,74,2,1,2,no,no,no,yes,yes,22,yes,radiator
5100000000,70,1,1,5,yes,yes,no,yes,no,16,yes,radiator
15000000000,144,3,3,3,no,yes,yes,yes,yes,10,no,package
4860000000,60,1,1,1,yes,no,yes,no,no,22,no,radiator
9400000000,110,3,3,2,no,yes,yes,yes,no,4,no,package
7400000000,92,2,1,2,no,yes,no,yes,yes,16,no,radiator
5500000000,90,2,1,2,no,no,yes,yes,yes,19,yes,radiator
13400000000,116,3,3,4,no,yes,yes,yes,no,0,yes,package
4700000000,56,1,1,1,no,yes,yes,yes,no,17,no,radiator
4900000000,67,2,1,2,yes,yes,no,no,yes,19,no,radiator
3000000000,60,2,1,4,no,no,no,yes,yes,16,no,radiator
10300000000,103,2,2,1,no,yes,yes,yes,yes,1,yes,package
3950000000,64,1,1,4,yes,yes,no,yes,no,20,no,radiator
4350000000,73,2,1,3,yes,no,no,yes,yes,20,yes,radiator
5000000000,80,1,1,2,yes,no,no,yes,yes,22,no,radiator
3800000000,55,1,1,1,no,no,no,yes,no,22,yes,radiator
4270000000,72,2,2,2,no,yes,no,yes,no,12,yes,package
4490000000,62,1,1,3,yes,yes,no,yes,yes,22,yes,radiator
21500000000,164,3,3,5,yes,yes,yes,yes,yes,3,no,package
4600000000,60,1,1,4,no,yes,yes,yes,yes,19,yes,radiator
21000000000,175,3,3,4,no,yes,yes,yes,yes,0,yes,package
9000000000,77,2,2,3,no,yes,yes,no,yes,0,no,package
3000000000,38,1,1,3,no,no,yes,yes,no,20,no,radiator
28280000000,202,3,3,3,no,yes,yes,yes,yes,0,yes,package
9900000000,100,2,2,6,yes,yes,yes,no,yes,0,no,package
9690000000,102,2,2,5,yes,yes,yes,yes,no,6,yes,package
8200000000,93,2,2,5,no,yes,yes,yes,no,12,no,package
14200000000,149,3,3,3,no,yes,yes,yes,no,1,no,package
6100000000,74,2,1,2,yes,no,yes,yes,yes,21,no,radiator
5749000000,77,2,1,3,yes,no,yes,yes,no,17,yes,radiator
7200000000,80,2,2,5,no,yes,yes,yes,no,6,no,package
9300000000,85,2,2,1,yes,yes,yes,yes,yes,0,yes,package
4900000000,61,2,2,1,yes,yes,yes,yes,yes,15,no,package
8710000000,67,2,2,3,yes,yes,yes,yes,no,8,no,package
13000000000,99,2,2,4,yes,yes,yes,no,yes,5,yes,package
11600000000,118,3,2,1,yes,yes,yes,yes,no,11,yes,package
5500000000,81,2,1,4,no,no,yes,yes,yes,27,no,heater
4500000000,65,1,1,2,yes,no,yes,yes,yes,20,no,radiator
3835000000,59,1,1,1,yes,no,no,yes,no,22,no,radiator
4800000000,60,1,1,2,no,yes,no,yes,no,21,yes,radiator
3650000000,60,1,1,4,yes,yes,no,no,no,20,yes,radiator
9750000000,85,2,2,1,yes,yes,yes,no,no,2,no,package
31000000000,200,3,3,3,yes,yes,yes,yes,yes,0,yes,package
7350000000,70,2,2,4,no,yes,yes,yes,no,3,yes,package
14500000000,145,3,3,3,yes,yes,yes,yes,yes,1,no,package
3600000000,45,1,1,3,yes,no,yes,no,no,15,no,package
4000000000,57,1,1,2,no,no,no,yes,no,20,yes,radiator
8500000000,95,2,2,1,yes,yes,yes,yes,no,9,yes,package
5600000000,63,2,2,4,yes,no,yes,yes,no,13,yes,package
4900000000,61,1,1,1,no,yes,yes,yes,yes,16,no,radiator
3700000000,48,2,1,2,yes,no,yes,yes,no,20,yes,radiator
27000000000,210,3,3,2,yes,yes,yes,yes,yes,0,no,package
9800000000,103,2,2,4,no,yes,yes,yes,no,6,no,package
11500000000,115,2,2,6,yes,yes,yes,yes,yes,1,no,package
4930000000,85,2,1,1,no,no,no,yes,no,22,yes,radiator
2500000000,40,1,1,4,yes,no,no,yes,no,20,yes,radiator
3990000000,60,1,1,3,yes,yes,no,yes,yes,20,no,radiator
3420000000,76,2,2,5,no,yes,yes,yes,yes,0,no,package
27000000000,210,3,3,2,no,yes,yes,yes,yes,0,no,package
15000000000,142,3,2,5,yes,yes,yes,yes,no,11,no,package
10396000000,113,2,2,5,yes,yes,yes,no,no,2,yes,package
11000000000,105,2,2,1,no,yes,yes,yes,yes,1,yes,package
5500000000,75,2,1,1,yes,yes,no,no,no,19,yes,radiator
8000000000,83,2,2,4,no,yes,no,yes,no,8,no,package
7500000000,100,2,2,3,no,yes,yes,no,yes,9,no,package
11500000000,116,3,2,1,yes,yes,yes,yes,no,11,no,package
13000000000,100,2,2,4,yes,yes,yes,yes,yes,4,yes,package
11500000000,116,3,3,1,no,yes,yes,yes,yes,7,no,package
8350000000,88,2,2,5,no,yes,yes,yes,yes,15,no,package
3200000000,52,1,1,3,no,no,no,yes,no,18,yes,radiator
4700000000,60,1,1,4,yes,yes,yes,yes,yes,18,no,radiator
3900000000,45,1,1,1,no,no,yes,yes,yes,22,no,radiator
4000000000,59,1,1,4,yes,yes,no,yes,yes,18,yes,radiator
3850000000,55,1,1,1,yes,no,no,yes,no,18,no,radiator
3350000000,50,1,1,2,no,no,no,yes,yes,15,yes,package
9600000000,113,2,2,5,yes,yes,yes,no,no,2,yes,package
11000000000,95,2,2,1,yes,yes,yes,yes,yes,3,no,package
7750000000,110,2,1,4,yes,yes,yes,yes,yes,18,yes,radiator
4500000000,60,1,1,2,no,yes,no,yes,no,19,yes,radiator
3700000000,45,1,1,2,yes,no,yes,yes,no,19,yes,radiator
5200000000,77,2,1,3,no,yes,no,yes,yes,18,no,radiator
10450000000,98,2,2,5,yes,yes,yes,yes,no,1,yes,package
18500000000,172,3,3,3,no,yes,yes,yes,no,6,yes,package
5300000000,65,2,2,3,no,yes,yes,yes,no,13,yes,package
17700000000,166,3,3,3,yes,yes,yes,yes,yes,1,no,package
3700000000,45,1,1,2,no,no,yes,yes,no,20,no,radiator
5500000000,70,1,1,2,yes,yes,no,yes,yes,17,yes,radiator
11000000000,95,2,2,1,no,yes,yes,yes,yes,5,yes,package
9700000000,116,3,3,3,yes,yes,yes,yes,no,3,no,package
